,filename,gender,sampling_rate,dialect,source,mic_type,pitch,intonation
1342,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0352.wav,female,48000,American English,VoxForge,usb desktop boom mic,257.1286232170823,35.261338961381384
1343,./audio_data/voxforge/anonymous-20090917-mmc/wav/b0468.wav,female,48000,American English,VoxForge,laptop built,167.4337444625679,31.694010761026956
1344,./audio_data/voxforge/katalia369-20150719-cqj/wav/b0463.wav,female,48000,American English,VoxForge,usb headset mic,194.0098290500609,42.95803791803663
1345,./audio_data/voxforge/anonymous-20090917-fjn/wav/a0436.wav,female,48000,American English,VoxForge,laptop built,180.84208135052856,51.45504512501474
1346,./audio_data/voxforge/anonymous-20140104-zxf/wav/b0268.wav,female,48000,American English,VoxForge,laptop built,234.4878259083938,27.314830693247824
1347,./audio_data/voxforge/anonymous-20080117-wqy/wav/a0424.wav,female,48000,American English,VoxForge,headset mic,181.15924126149886,27.442973631669034
1348,./audio_data/voxforge/kristenwegner-20120217-gdx/wav/a0496.wav,female,48000,American English,VoxForge,laptop built,139.84584842203606,15.818154592818246
1349,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0356.wav,female,48000,American English,VoxForge,usb desktop boom mic,274.1491644666702,39.610065727020576
1350,./audio_data/voxforge/lindavg-20081007-lxd/wav/a0307.wav,female,48000,American English,VoxForge,headset mic,194.1774611743462,28.27529567716274
1351,./audio_data/voxforge/shellemie-20121114-zmz/wav/b0321.wav,female,48000,American English,VoxForge,desktop boom mic,186.2872393335617,21.956885153005757
1352,./audio_data/voxforge/niimarra-20101103-lzw/wav/b0340.wav,female,48000,American English,VoxForge,laptop built,211.18418724843224,41.457369024319796
1353,./audio_data/voxforge/anonymous-20100125-rky/wav/b0275.wav,female,48000,American English,VoxForge,laptop built,166.5060862058925,10.15092924615575
1354,./audio_data/voxforge/anonymous-20090415-ocs/wav/b0370.wav,female,48000,American English,VoxForge,headset mic,199.55774867852804,7.691082378874171
1355,./audio_data/voxforge/anonymous-20131029-wcc/wav/b0353.wav,female,48000,American English,VoxForge,usb desktop boom mic,260.39020759721006,17.293545960260438
1356,./audio_data/voxforge/anonymous-20110826-qjl/wav/a0520.wav,female,48000,American English,VoxForge,usb headset mic,247.347458167889,44.420231076823335
1357,./audio_data/voxforge/anonymous-20090406-dtr/wav/a0230.wav,female,48000,American English,VoxForge,headset mic,213.40239605678983,16.504446463424763
1358,./audio_data/voxforge/aileen-20080831-zdn/wav/a0118.wav,female,48000,American English,VoxForge,headset mic,219.67722898385202,43.82978591946269
1359,./audio_data/voxforge/anonymous-20101112-hep/wav/b0369.wav,female,48000,American English,VoxForge,desktop boom mic,200.04490789279672,70.840084317082
1360,./audio_data/voxforge/anonymous-20171019-hmr/wav/en-0240.wav,female,48000,American English,VoxForge,laptop built,278.57908973716997,47.32249445841584
1361,./audio_data/voxforge/TLC-20091027-ysp/wav/a0030.wav,female,48000,American English,VoxForge,laptop built,180.48347675022526,53.067253575215766
1362,./audio_data/voxforge/tandraericson-20140831-rjx/wav/a0289.wav,female,48000,American English,VoxForge,laptop built,200.86885501727983,38.65125022565898
1363,./audio_data/voxforge/anonymous-20080621-img/wav/b0020.wav,female,48000,American English,VoxForge,laptop built,179.58866121646193,31.759367096387056
1364,./audio_data/voxforge/anonymous-20111121-quz/wav/a0281.wav,female,48000,American English,VoxForge,headset mic,248.32680058885086,55.88440389540242
1365,./audio_data/voxforge/apdsqueaky-20151112-wjo/wav/a0570.wav,female,48000,American English,VoxForge,usb desktop boom mic,224.4536223020068,33.88947757634085
1366,./audio_data/voxforge/anonymous-20081026-ewe/wav/rp-03.wav,female,48000,American English,VoxForge,laptop built,192.62663955717127,32.32624194207768
1367,./audio_data/voxforge/anonymous-20090321-woy/wav/a0225.wav,female,48000,Canadian English,VoxForge,headset mic,192.64478501687282,37.72381678148658
1368,./audio_data/voxforge/anonymous-20090415-ocs/wav/b0367.wav,female,48000,American English,VoxForge,headset mic,180.99984796204777,35.834470184959855
1369,./audio_data/voxforge/anonymous-20171019-bts/wav/en-0615.wav,female,48000,American English,VoxForge,laptop built,250.60522806233055,35.97378408519376
1370,./audio_data/voxforge/jlrice9673-20090622-rxy/wav/a0236.wav,female,48000,American English,VoxForge,headset mic,199.82567971372308,28.44646075119642
1371,./audio_data/voxforge/anonymous-20090902-hct/wav/b0446.wav,female,48000,American English,VoxForge,laptop built,183.94323095792163,33.76369830253884
1372,./audio_data/voxforge/tdor-20131029-hdz/wav/b0186.wav,female,48000,American English,VoxForge,usb desktop boom mic,265.49501301908555,42.48184109270619
1373,./audio_data/voxforge/anonymous-20160104-bhb/wav/b0400.wav,female,48000,American English,VoxForge,laptop built,202.20232688449252,40.757467408390305
1374,./audio_data/voxforge/jlrice9673-20090622-nop/wav/b0465.wav,female,48000,American English,VoxForge,headset mic,180.58485365134857,32.03163109359163
1375,./audio_data/voxforge/anonymous-20090917-bvk/wav/a0013.wav,female,48000,American English,VoxForge,laptop built,172.44917484276175,46.47577667305945
1376,./audio_data/voxforge/anonymous-20090406-dtr/wav/a0227.wav,female,48000,American English,VoxForge,headset mic,190.644391973245,34.43885171721299
1377,./audio_data/voxforge/Melissa-20081211-mov/wav/b0315.wav,female,48000,American English,VoxForge,laptop built,193.28987197585505,35.702015254318965
1378,./audio_data/voxforge/Anniepoo-20140308-bft/wav/rb-11.wav,female,48000,American English,VoxForge,headset mic,136.43558177927608,35.95526916743321
1379,./audio_data/voxforge/anonymous-20090917-dcv/wav/a0515.wav,female,48000,American English,VoxForge,laptop built,200.29001247240652,47.15078751949919
1380,./audio_data/voxforge/bjb-20120409-cao/wav/b0271.wav,female,48000,Canadian English,VoxForge,desktop boom mic,203.30609348477861,26.30506481692416
1381,./audio_data/voxforge/anonymous-20090917-sda/wav/a0255.wav,female,48000,American English,VoxForge,laptop built,169.60008008089002,41.89528154435263
1382,./audio_data/voxforge/TLC-20091027-ysp/wav/a0033.wav,female,48000,American English,VoxForge,laptop built,183.06935553519344,46.13868833831922
1383,./audio_data/voxforge/anonymous-20100504-exh/wav/a0413.wav,female,48000,American English,VoxForge,headset mic,193.38521229752,46.36033631020412
1384,./audio_data/voxforge/aileen-20080831-sgd/wav/b0064.wav,female,48000,American English,VoxForge,headset mic,214.53502097245405,39.51654937242668
1385,./audio_data/voxforge/sshick06-20110815-bay/wav/b0352.wav,female,48000,American English,VoxForge,laptop built,170.94360025739016,22.826231307188927
1386,./audio_data/voxforge/ajforesto4Christ-20120313-wgj/wav/b0485.wav,female,48000,American English,VoxForge,headset mic,213.0256202018589,64.51113116279403
1387,./audio_data/voxforge/tdor-20131029-pyx/wav/b0197.wav,female,48000,American English,VoxForge,usb desktop boom mic,253.11876482584637,30.705013676220844
1388,./audio_data/voxforge/Chandri-20090902-rpp/wav/b0428.wav,female,48000,Canadian English,VoxForge,headset mic,130.6129815946871,34.439656524205866
1389,./audio_data/voxforge/becz03-20121205-yzd/wav/b0075.wav,female,48000,American English,VoxForge,laptop built,204.82312941705106,29.187969764000222
1390,./audio_data/voxforge/anonymous-20130226-cyt/wav/b0258.wav,female,48000,American English,VoxForge,headset mic,196.57357858008913,33.20250521754708
1391,./audio_data/voxforge/lindavg-20081007-snd/wav/rb-14.wav,female,48000,American English,VoxForge,headset mic,200.33973209760012,48.42613064938517
1392,./audio_data/voxforge/aileen-20080831-qwt/wav/b0200.wav,female,48000,American English,VoxForge,headset mic,217.48421679408793,30.40668885573685
1393,./audio_data/voxforge/sfauzia-20100731-cqd/wav/a0315.wav,female,48000,American English,VoxForge,studio mic,237.48176853348585,42.57078594293602
1394,./audio_data/voxforge/anonymous-20101030-emu/wav/a0200.wav,female,48000,American English,VoxForge,laptop built,152.51492772389508,60.36251440911526
1395,./audio_data/voxforge/anonymous-20100731-xsj/wav/a0461.wav,female,48000,American English,VoxForge,laptop built,247.13846840046585,47.59087129198415
1396,./audio_data/voxforge/Anniepoo-20140308-cqj/wav/a0125.wav,female,48000,American English,VoxForge,headset mic,129.39784146948932,49.95694772182164
1397,./audio_data/voxforge/anonymous-20130224-nwg/wav/a0257.wav,female,48000,American English,VoxForge,headset mic,203.18624775217765,30.54840842554685
1398,./audio_data/voxforge/tdor-20131029-czi/wav/b0277.wav,female,48000,American English,VoxForge,usb desktop boom mic,260.1700287979833,37.902838027556314
1399,./audio_data/voxforge/anonymous-20090917-aiu/wav/b0031.wav,female,48000,American English,VoxForge,laptop built,191.90945793398743,45.12700879863421
1400,./audio_data/voxforge/lindavg-20081007-wxe/wav/a0118.wav,female,48000,American English,VoxForge,headset mic,210.29939295684323,46.76442061475153
1401,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0258.wav,female,48000,American English,VoxForge,headset mic,163.54896308503777,55.2311794974678
1402,./audio_data/voxforge/lindavg-20081007-fap/wav/b0531.wav,female,48000,American English,VoxForge,headset mic,205.3795518311309,42.069034062245315
1403,./audio_data/voxforge/sshick06-20110815-lwv/wav/a0593.wav,female,48000,American English,VoxForge,laptop built,189.84205232987452,40.01820722647669
1404,./audio_data/voxforge/sarah-20140326-csv/wav/b0137.wav,female,48000,American English,VoxForge,laptop built,173.67419356139618,46.229540348197396
1405,./audio_data/voxforge/anonymous-20111121-quz/wav/a0280.wav,female,48000,American English,VoxForge,headset mic,267.5607605833271,40.752622736022516
1406,./audio_data/voxforge/anonymous-20140308-uoq/wav/a0186.wav,female,48000,American English,VoxForge,headset mic,125.43299484259674,33.85806370480511
1407,./audio_data/voxforge/anonymous-20120219-qvz/wav/b0265.wav,female,48000,American English,VoxForge,laptop built,171.90826124376352,28.024122057184314
1408,./audio_data/voxforge/anonymous-20100504-exh/wav/a0405.wav,female,48000,American English,VoxForge,headset mic,197.7611902944654,42.286405024351204
1409,./audio_data/voxforge/anonymous-20120427-msw/wav/a0062.wav,female,48000,American English,VoxForge,laptop built,185.93770982165404,37.118150175142446
1410,./audio_data/voxforge/lindavg-20081007-oyi/wav/a0360.wav,female,48000,American English,VoxForge,headset mic,203.0211929534754,34.023177281500764
1411,./audio_data/voxforge/anonymous-20110826-ooy/wav/a0390.wav,female,48000,American English,VoxForge,usb headset mic,251.29925233332895,38.02304137269621
1412,./audio_data/voxforge/anonymous-20110907-cgh/wav/a0543.wav,female,48000,American English,VoxForge,usb headset mic,244.3044171185169,35.02494857240629
1413,./audio_data/voxforge/anonymous-20090917-sda/wav/a0252.wav,female,48000,American English,VoxForge,laptop built,184.680561417514,33.81319813143276
1414,./audio_data/voxforge/lindavg-20081007-jyk/wav/a0067.wav,female,48000,American English,VoxForge,headset mic,200.95923875491988,57.16026112187761
1415,./audio_data/voxforge/anonymous-20110826-qjl/wav/a0522.wav,female,48000,American English,VoxForge,usb headset mic,239.52137700574303,27.903920770476176
1416,./audio_data/voxforge/anonymous-20160104-bhb/wav/b0405.wav,female,48000,American English,VoxForge,laptop built,215.18355911967987,46.666554345697385
1417,./audio_data/voxforge/sfauzia-20100731-cqd/wav/a0316.wav,female,48000,American English,VoxForge,studio mic,242.4050494864587,27.62783128828591
1418,./audio_data/voxforge/anonymous-20090917-aiu/wav/b0037.wav,female,48000,American English,VoxForge,laptop built,176.54956937048087,50.8897970320339
1419,./audio_data/voxforge/aileen-20080831-dfq/wav/a0397.wav,female,48000,American English,VoxForge,headset mic,214.03578706421956,39.05982958379067
1420,./audio_data/voxforge/katalia369-20150719-cqj/wav/b0458.wav,female,48000,American English,VoxForge,usb headset mic,190.99534226923365,37.35364871576795
1421,./audio_data/voxforge/anonymous-20100806-egq/wav/rp-01.wav,female,48000,Canadian English,VoxForge,laptop built,283.9461624704014,34.31220578938217
1422,./audio_data/voxforge/anonymous-20090917-ppu/wav/a0197.wav,female,48000,American English,VoxForge,laptop built,160.47137128862698,41.56364903267589
1423,./audio_data/voxforge/anonymous-20101207-wit/wav/a0355.wav,female,48000,American English,VoxForge,headset mic,196.20159631598867,25.499353435821455
1424,./audio_data/voxforge/allison-20120707-xik/wav/a0181.wav,female,48000,American English,VoxForge,headset mic,209.93814782001382,49.598274948681116
1425,./audio_data/voxforge/katthernandez-20101031-byc/wav/b0178.wav,female,48000,American English,VoxForge,laptop built,149.20471231652638,23.869419243946396
1426,./audio_data/voxforge/anonymous-20090902-aad/wav/b0151.wav,female,48000,American English,VoxForge,laptop built,209.00004576535068,44.037734852915726
1427,./audio_data/voxforge/anonymous-20120214-uls/wav/b0195.wav,female,48000,American English,VoxForge,laptop built,218.44785461185987,39.397527988337636
1428,./audio_data/voxforge/anonymous-20111021-emo/wav/a0370.wav,female,48000,American English,VoxForge,laptop built,190.00906097387556,58.736326828024154
1429,./audio_data/voxforge/jlrice9673-20090622-rxy/wav/a0238.wav,female,48000,American English,VoxForge,headset mic,189.76438211572128,19.427986079361144
1430,./audio_data/voxforge/Velvet-20131027-fwx/wav/rp-18.wav,female,48000,American English,VoxForge,usb headset mic,134.66988432276068,14.930754145878467
1431,./audio_data/voxforge/anonymous-20120219-qvz/wav/b0273.wav,female,48000,American English,VoxForge,laptop built,160.2336474230102,26.159763367990408
1432,./audio_data/voxforge/anonymous-20171019-jov/wav/en-0114.wav,female,48000,American English,VoxForge,laptop built,261.60740186738843,44.274690429660744
1433,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-12.wav,female,48000,American English,VoxForge,usb headset mic,232.59029712096824,38.0213648016719
1434,./audio_data/voxforge/anonymous-20100311-nos/wav/b0486.wav,female,48000,American English,VoxForge,usb headset mic,201.45665465978928,45.95263744353727
1435,./audio_data/voxforge/tandraericson-20140831-kfr/wav/b0311.wav,female,48000,American English,VoxForge,laptop built,198.29240052166634,44.96277504382576
1436,./audio_data/voxforge/apdsqueaky-20151112-wjo/wav/a0569.wav,female,48000,American English,VoxForge,usb desktop boom mic,225.64641690566427,36.298872555428545
1437,./audio_data/voxforge/monapdx-20130329-vsa/wav/a0214.wav,female,48000,American English,VoxForge,usb headset mic,193.53519874023067,25.76486124261638
1438,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0068.wav,female,48000,American English,VoxForge,headset mic,133.13759046463676,43.29689954964514
1439,./audio_data/voxforge/anonymous-20121211-qbw/wav/a0158.wav,female,48000,American English,VoxForge,usb headset mic,173.70995596389594,35.61672254087838
1440,./audio_data/voxforge/Melissa-20081211-mov/wav/b0314.wav,female,48000,American English,VoxForge,laptop built,192.2835365368207,21.666608520371156
1441,./audio_data/voxforge/lindavg-20081007-snd/wav/rb-18.wav,female,48000,American English,VoxForge,headset mic,198.48169959808433,26.565122100028177
1442,./audio_data/voxforge/jlrice9673-20090625-xai/wav/a0055.wav,female,48000,American English,VoxForge,headset mic,189.3792818156787,39.70542535869249
1443,./audio_data/voxforge/jlrice9673-20090625-len/wav/b0121.wav,female,48000,American English,VoxForge,headset mic,206.82407739086406,13.70214543661099
1444,./audio_data/voxforge/tandraericson-20140831-rjx/wav/a0283.wav,female,48000,American English,VoxForge,laptop built,193.79549021154853,39.4207164361154
1445,./audio_data/voxforge/anonymous-20090321-woy/wav/a0231.wav,female,48000,Canadian English,VoxForge,headset mic,205.71635202286464,29.2835634056348
1446,./audio_data/voxforge/anonymous-20110323-vro/wav/a0443.wav,female,48000,Canadian English,VoxForge,usb headset mic,216.75439598635563,25.12741763221757
1447,./audio_data/voxforge/anonymous-20100125-dlh/wav/b0217.wav,female,48000,American English,VoxForge,laptop built,164.3958971668804,36.10712933592172
1448,./audio_data/voxforge/Melissa-20081211-qhg/wav/b0525.wav,female,48000,American English,VoxForge,laptop built,160.7232536614344,40.1680698222482
1449,./audio_data/voxforge/anonymous-20140308-uoq/wav/a0185.wav,female,48000,American English,VoxForge,headset mic,104.22281739274608,25.142137566255855
1450,./audio_data/voxforge/anonymous-20090902-pfo/wav/b0285.wav,female,48000,American English,VoxForge,laptop built,205.44614683265218,36.42463920120279
1451,./audio_data/voxforge/Anniepoo-20140308-fcp/wav/a0065.wav,female,48000,American English,VoxForge,headset mic,120.58382221728813,49.861454516234005
1452,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-19.wav,female,48000,American English,VoxForge,usb headset mic,225.24232407584591,40.88599818694176
1453,./audio_data/voxforge/anonymous-20090917-dgm/wav/a0549.wav,female,48000,American English,VoxForge,laptop built,179.39291891854901,44.9902200795369
1454,./audio_data/voxforge/anonymous-20171019-weg/wav/en-0796.wav,female,48000,American English,VoxForge,laptop built,252.4220338085847,40.19660793632896
1455,./audio_data/voxforge/anonymous-20160104-bhb/wav/b0406.wav,female,48000,American English,VoxForge,laptop built,221.49945687204408,40.20666257958866
1456,./audio_data/voxforge/lindavg-20081007-trz/wav/a0267.wav,female,48000,American English,VoxForge,headset mic,188.52576779906016,21.81767088334659
1457,./audio_data/voxforge/jlrice9673-20090623-agu/wav/a0254.wav,female,48000,American English,VoxForge,headset mic,199.08801596249995,23.598748854079187
1458,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0175.wav,female,48000,American English,VoxForge,laptop built,198.7127351368615,22.462045958195045
1459,./audio_data/voxforge/sfauzia-20100731-cqd/wav/a0317.wav,female,48000,American English,VoxForge,studio mic,222.81742272401308,69.0956563231606
1460,./audio_data/voxforge/anonymous-20100311-sdi/wav/b0498.wav,female,48000,American English,VoxForge,usb headset mic,181.76042521446197,35.96482648388993
1461,./audio_data/voxforge/anonymous-20171019-nwf/wav/en-0782.wav,female,48000,American English,VoxForge,laptop built,251.69633173414553,46.26968382798899
1462,./audio_data/voxforge/Anniepoo-20140308-bft/wav/rb-08.wav,female,48000,American English,VoxForge,headset mic,118.64058637424914,18.862155366147732
1463,./audio_data/voxforge/Anniepoo-20140308-xot/wav/b0168.wav,female,48000,American English,VoxForge,headset mic,124.98288104416848,36.74443120682652
1464,./audio_data/voxforge/sarah-20140326-sev/wav/a0043.wav,female,48000,American English,VoxForge,laptop built,175.16362082363307,30.04799402673506
1465,./audio_data/voxforge/monapdx-20130329-vsa/wav/a0221.wav,female,48000,American English,VoxForge,usb headset mic,185.75553877207344,30.083461997153176
1466,./audio_data/voxforge/becz03-20121205-xvx/wav/a0141.wav,female,48000,American English,VoxForge,laptop built,197.920058389731,48.35584601341948
1467,./audio_data/voxforge/anonymous-20090917-dcv/wav/a0509.wav,female,48000,American English,VoxForge,laptop built,198.28468247472497,41.492807962376794
1468,./audio_data/voxforge/tandraericson-20140831-gbu/wav/b0463.wav,female,48000,American English,VoxForge,laptop built,217.66950185987687,39.153544506592404
1469,./audio_data/voxforge/tdor-20131029-pyx/wav/b0204.wav,female,48000,American English,VoxForge,usb desktop boom mic,259.6902824208511,20.407645682786733
1470,./audio_data/voxforge/lindavg-20081007-wxe/wav/a0112.wav,female,48000,American English,VoxForge,headset mic,193.26568259441444,24.368490432011946
1471,./audio_data/voxforge/anonymous-20101207-wit/wav/a0358.wav,female,48000,American English,VoxForge,headset mic,185.87062440906652,31.55797499305439
1472,./audio_data/voxforge/anonymous-20120406-csu/wav/b0239.wav,female,48000,American English,VoxForge,laptop built,237.80569310737297,32.408843294756515
1473,./audio_data/voxforge/anonymous-20090917-mmc/wav/b0466.wav,female,48000,American English,VoxForge,laptop built,173.56479605023955,30.1535112817383
1474,./audio_data/voxforge/anonymous-20100311-nos/wav/b0491.wav,female,48000,American English,VoxForge,usb headset mic,174.54031503232258,41.02392136909289
1475,./audio_data/voxforge/ShellyTerrell-20101007-fzt/wav/a0149.wav,female,48000,American English,VoxForge,laptop built,200.8795933106979,36.76070235185647
1476,./audio_data/voxforge/tandraericson-20140831-kfr/wav/b0307.wav,female,48000,American English,VoxForge,laptop built,200.21553034564968,39.76303233100992
1477,./audio_data/voxforge/anonymous-20110907-cgh/wav/a0542.wav,female,48000,American English,VoxForge,usb headset mic,242.2518115547902,22.907108114909594
1478,./audio_data/voxforge/sarah-20140326-sev/wav/a0046.wav,female,48000,American English,VoxForge,laptop built,179.65785226567016,41.068525827179414
1479,./audio_data/voxforge/anonymous-20171019-jov/wav/en-0115.wav,female,48000,American English,VoxForge,laptop built,254.01330980721147,39.29657950299875
1480,./audio_data/voxforge/tandraericson-20140831-pdr/wav/a0201.wav,female,48000,American English,VoxForge,laptop built,196.6687088409887,44.0529584834372
1481,./audio_data/voxforge/anonymous-20100604-qub/wav/b0166.wav,female,48000,American English,VoxForge,laptop built,211.05791378682397,35.146706723140504
1482,./audio_data/voxforge/anonymous-20140308-uoq/wav/a0190.wav,female,48000,American English,VoxForge,headset mic,124.43179163876762,31.464400055552662
1483,./audio_data/voxforge/anonymous-20140308-uoq/wav/a0189.wav,female,48000,American English,VoxForge,headset mic,121.09894116859824,27.347188744575053
1484,./audio_data/voxforge/allison-20120707-ogo/wav/a0057.wav,female,48000,American English,VoxForge,headset mic,174.1134798298225,40.520418778677985
1485,./audio_data/voxforge/anonymous-20101207-wit/wav/a0357.wav,female,48000,American English,VoxForge,headset mic,193.0783619801547,10.194787720096155
1486,./audio_data/voxforge/anonymous-20081026-eot/wav/a0441.wav,female,48000,American English,VoxForge,laptop built,167.16749229007337,41.169873680950076
1487,./audio_data/voxforge/anonymous-20101030-emu/wav/a0205.wav,female,48000,American English,VoxForge,laptop built,184.9839374812618,55.23099872963507
1488,./audio_data/voxforge/lindavg-20081007-wyi/wav/a0504.wav,female,48000,American English,VoxForge,headset mic,200.79291135867507,29.071419901716858
1489,./audio_data/voxforge/anonymous-20171019-wwq/wav/en-0638.wav,female,48000,American English,VoxForge,laptop built,292.5166122071808,42.522465896170225
1490,./audio_data/voxforge/anonymous-20171019-xvx/wav/en-1172.wav,female,48000,American English,VoxForge,laptop built,267.2318515269261,50.60318039545968
1491,./audio_data/voxforge/anonymous-20110826-vgx/wav/rb-14.wav,female,48000,American English,VoxForge,usb headset mic,237.05430404204617,44.472933435962275
1492,./audio_data/voxforge/lindavg-20081007-eym/wav/a0388.wav,female,48000,American English,VoxForge,headset mic,208.95206058951712,34.17678995541328
1493,./audio_data/voxforge/anonymous-20090917-bvk/wav/a0011.wav,female,48000,American English,VoxForge,laptop built,159.74874856920553,30.123657537356724
1494,./audio_data/voxforge/tandraericson-20140831-kfr/wav/b0309.wav,female,48000,American English,VoxForge,laptop built,216.48356193944738,45.61544251945976
1495,./audio_data/voxforge/anonymous-20120214-uls/wav/b0198.wav,female,48000,American English,VoxForge,laptop built,210.92334807987095,31.62888287446267
1496,./audio_data/voxforge/anonymous-20100820-qnp/wav/b0085.wav,female,48000,American English,VoxForge,laptop built,196.82979642986075,41.08169225864547
1497,./audio_data/voxforge/anonymous-20111121-quz/wav/a0277.wav,female,48000,American English,VoxForge,headset mic,251.8269881067538,47.987575541387116
1498,./audio_data/voxforge/tdor-20131029-hdz/wav/b0191.wav,female,48000,American English,VoxForge,usb desktop boom mic,248.81563224501582,26.00532304266209
1499,./audio_data/voxforge/anonymous-20160104-sjd/wav/a0153.wav,female,48000,American English,VoxForge,laptop built,202.71453098665614,48.646638599929716
1500,./audio_data/voxforge/lindavg-20081007-ovc/wav/b0446.wav,female,48000,American English,VoxForge,headset mic,212.5503735110848,46.88018071015774
1501,./audio_data/voxforge/anonymous-20111021-emo/wav/a0373.wav,female,48000,American English,VoxForge,laptop built,206.24404866634308,48.493935009696166
1502,./audio_data/voxforge/anonymous-20090415-ocs/wav/b0364.wav,female,48000,American English,VoxForge,headset mic,193.53974003768695,45.42272808146151
1503,./audio_data/voxforge/Michelle-20131029-oxi/wav/a0432.wav,female,48000,American English,VoxForge,usb desktop boom mic,244.8376115601575,31.50153255157331
1504,./audio_data/voxforge/anonymous-20081026-qbt/wav/a0181.wav,female,48000,American English,VoxForge,laptop built,201.1292355203687,64.30700180106413
1505,./audio_data/voxforge/anonymous-20171019-nwf/wav/en-0778.wav,female,48000,American English,VoxForge,laptop built,253.9579486675303,48.55466816989297
1506,./audio_data/voxforge/dnh7383-20131103-wvl/wav/a0516.wav,female,48000,American English,VoxForge,laptop built,218.8713772553183,30.2540454955347
1507,./audio_data/voxforge/anonymous-20090917-vwy/wav/b0303.wav,female,48000,American English,VoxForge,laptop built,170.69542635013974,47.23128920169552
1508,./audio_data/voxforge/niimarra-20101103-lzw/wav/b0336.wav,female,48000,American English,VoxForge,laptop built,209.76976241968129,53.19070289673495
1509,./audio_data/voxforge/lindavg-20081007-cqp/wav/rb-27.wav,female,48000,American English,VoxForge,headset mic,199.17451320002527,43.947652229487275
1510,./audio_data/voxforge/allison-20120707-ogo/wav/a0066.wav,female,48000,American English,VoxForge,headset mic,201.67946818184333,32.88128074514815
1511,./audio_data/voxforge/tandraericson-20140831-rjx/wav/a0285.wav,female,48000,American English,VoxForge,laptop built,198.930851283333,40.334359850149866
1512,./audio_data/voxforge/katalia369-20150719-cqj/wav/b0460.wav,female,48000,American English,VoxForge,usb headset mic,208.17096014953864,33.31343201747237
1513,./audio_data/voxforge/becz03-20121205-xvx/wav/a0146.wav,female,48000,American English,VoxForge,laptop built,190.85012813877205,41.2411969393276
1514,./audio_data/voxforge/anonymous-20090514-lnt/wav/a0008.wav,female,48000,American English,VoxForge,headset mic,149.6588326057111,33.76660985969659
1515,./audio_data/voxforge/jlrice9673-20090623-dfl/wav/rb-03.wav,female,48000,American English,VoxForge,headset mic,182.06135283491628,46.238433255695234
1516,./audio_data/voxforge/anonymous-20090917-zsc/wav/b0364.wav,female,48000,American English,VoxForge,laptop built,180.67461342398101,50.1341335821847
1517,./audio_data/voxforge/Velvet-20131027-fdf/wav/b0234.wav,female,48000,American English,VoxForge,usb headset mic,152.64001799777557,21.06883364393206
1518,./audio_data/voxforge/niimarra-20101103-lzw/wav/b0338.wav,female,48000,American English,VoxForge,laptop built,205.59630150700104,41.79761529119476
1519,./audio_data/voxforge/anonymous-20090917-mmc/wav/b0469.wav,female,48000,American English,VoxForge,laptop built,177.57673682883976,51.47588669904299
1520,./audio_data/voxforge/anonymous-20101030-emu/wav/a0196.wav,female,48000,American English,VoxForge,laptop built,106.85288931264196,27.382595826627266
1521,./audio_data/voxforge/shellemie-20121114-zmz/wav/b0325.wav,female,48000,American English,VoxForge,desktop boom mic,193.6181989930235,31.59371240515492
1522,./audio_data/voxforge/sarah-20140326-csv/wav/b0141.wav,female,48000,American English,VoxForge,laptop built,151.97824270367732,19.807963000004772
1523,./audio_data/voxforge/apdsqueaky-20151112-nij/wav/b0211.wav,female,48000,American English,VoxForge,usb desktop boom mic,220.92308865608877,42.89778682500566
1524,./audio_data/voxforge/anonymous-20080117-wqy/wav/a0423.wav,female,48000,American English,VoxForge,headset mic,165.64093407984333,25.820714585585
1525,./audio_data/voxforge/lindavg-20081007-snd/wav/rb-11.wav,female,48000,American English,VoxForge,headset mic,202.6580872651639,36.391376115432415
1526,./audio_data/voxforge/aileen-20080831-ema/wav/a0376.wav,female,48000,American English,VoxForge,headset mic,199.48711769699565,17.79116924446578
1527,./audio_data/voxforge/anonymous-20120219-aph/wav/a0414.wav,female,48000,American English,VoxForge,laptop built,164.330529094762,26.451910673499224
1528,./audio_data/voxforge/Anniepoo-20140308-hns/wav/a0287.wav,female,48000,American English,VoxForge,headset mic,152.02560356143758,60.44795336195449
1529,./audio_data/voxforge/lindavg-20081007-ovc/wav/b0451.wav,female,48000,American English,VoxForge,headset mic,202.6067407716387,34.08896917180585
1530,./audio_data/voxforge/anonymous-20090902-pfo/wav/b0286.wav,female,48000,American English,VoxForge,laptop built,226.89073381789035,34.19899826243553
1531,./audio_data/voxforge/apdsqueaky-20151112-xve/wav/b0106.wav,female,48000,American English,VoxForge,usb desktop boom mic,234.12848712353755,41.02901298846593
1532,./audio_data/voxforge/anonymous-20090917-aiu/wav/b0036.wav,female,48000,American English,VoxForge,laptop built,213.18996512268916,41.40599927210379
1533,./audio_data/voxforge/lindavg-20081007-ovc/wav/b0453.wav,female,48000,American English,VoxForge,headset mic,204.46114286716153,24.149960095773576
