,key,gender,age_range,language,dialect,sampling_rate,file_type,mic_type,recording_software
800,anonymous-20120213-esv,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
801,vklimkov-20121120-mbl,Male,Adult,EN,European English,48000,wav,Studio mic,VoxForge Speech Submission Application
802,bugsysservant-20091103-aqv,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
803,doublesfrogs-20150224-aaf,Male,Adult,EN,Canadian English,48000,wav,WebCam mic,VoxForge Speech Submission Application
804,han-20111119-eax,Male,Senior,EN,other,48000,wav,WebCam mic,VoxForge Speech Submission Application
805,samfindlay-20141106-kao,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
806,samfindlay-20141106-cbc,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
807,glenton-20090924-yia,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
808,pooja1-20180823-eoj,Female,Adult,en,Indian English,48000,wav,Please Select,standalone VoxForge speech submission application
809,tsmock-20120806-uoa,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
810,kmitch-20100603-pqs,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
811,JayCutlersBrother-20080919-uau,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
812,rjmunro-20090210-tvi,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
813,kenanbit-20130805-rrp,Male,Youth,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
814,anonymous-20090315-zqt,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
815,Dcoetzee-20110429-mzz,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
816,tristau-20090801-jli,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
817,lukespearcouk-20081023-twr,Male,Adult,EN,British English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
818,gmureddu-20161030-qik,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
819,pcsnpny-20150317-jok,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
820,anonymous-20140525-muy,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
821,anonymous-20100208-euy,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
822,Logomancer-20100820-qcu,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
823,mmankarious-20121129-ajr,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
824,ralfherzog-20071216-en40,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
825,grep-20120522-qtn,Male,Adult,EN,British English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
826,anonymous-20180104-mux,Male,Adult,en,Other,48000,wav,Please Select,standalone VoxForge speech submission application
827,test-20080617-sbg,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
828,wsloand-20111229-ogp,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
829,mikethecoach-20111106-zrj,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
830,anonymous-20110206-hyx,Male,Youth,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
831,anonymous-20091207-wce,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
832,anonymous-20100612-ojf,unknown,Youth,EN,British English,48000,wav,WebCam mic,VoxForge Speech Submission Application
833,anonymous-20090131-xuu,Male,Adult,EN,European English,48000,wav,Studio mic,VoxForge Speech Submission Application
834,robertburrelldonkin-20071007-vf20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
835,NotEvilJoe-20130123-mei,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
836,Ronin-20080326-udk,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
837,anonymous-20090210-grk,Male,Youth,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
838,anonymous-20090319-cxz,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
839,cliche-20080713-hiv,Male,Adult,EN,Canadian English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
840,TheLorax-20100908-ggt,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
841,golyalpha-20141116-ksa,Male,Youth,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
842,anonymous-20120416-ydz,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
843,anonymous-20120717-dsh,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
844,volkerbradley-20121230-prd,Male,Senior,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
845,anonymous-20080328-drd,Male,Youth,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
846,Dcoetzee-20110429-czn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
847,alphadecay-20090623-wtn,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
848,anonymous-20090906-hdk,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
849,paddy-20080911-bua,Male,Adult,EN,New Zealand English,48000,wav,Studio mic,VoxForge Speech Submission Application
850,swedischman-20101027-swz,Male,Adult,EN,European English,48000,wav,Studio mic,VoxForge Speech Submission Application
851,ThomasSeilundDenmark-20090213-qqo,Male,Adult,EN,Other,48000,wav,USB Headset mic,VoxForge Speech Submission Application
852,CheesyBreed-20080413-rna,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
853,anonymous-20081014-pzr,Male,Youth,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
854,anonymous-20120905-flr,male,Adult,EN,Indian English,48000,wav,unknown,VoxForge Speech Submission Application
855,danuthaiduc-20121226-lvi,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
856,kenanbit-20130805-bih,Male,Youth,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
857,camdixon-20141207-jda,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
858,rortiz-20151013-lpi,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
859,Daniil-20120718-lmm,Male,Adult,EN,Other,48000,wav,USB Headset mic,VoxForge Speech Submission Application
860,JD-20100612-ass,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
861,anonymous-20120104-uxv,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
862,Coren-20141121-vvd,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
863,glenton-20090924-oqo,Male,Adult,EN,South African English,48000,wav,Laptop Built,VoxForge Speech Submission Application
864,anonymous-20140316-pbz,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
865,grnorton-20080516-nlr,Male,Adult,EN,Australian English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
866,robin-20030302-vf10,male,N/A,N/A,British English ,N/A,wav,N/A,Audacity rel 1
867,Afzal-20110524-qsu,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
868,anonymous-20101111-rcg,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
869,anonymous-20100301-nez,Male,Youth,EN,Irish English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
870,anonymous-20090417-pyl,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
871,xh-20100802-cht,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
872,anonymous-20081016-qlb,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
873,anonymous-20110330-ilk,Male,Youth,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
874,anonymous-20100526-nvo,Male,Youth,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
875,anonymous-20090901-fvw,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
876,Krellis-20090608-jue,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
877,DanielHeath-20090117-rmo,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
878,anonymous-20100311-upt,Male,Youth,EN,European English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
879,grnorton-20080516-und,Male,Adult,EN,Australian English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
880,tdor-20131029-czi,Female,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
881,fenn-20100606-sla,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
882,corno1979-20090316-mjl,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
883,anonymous-20090901-hvd,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
884,pleabargain-20100709-cmv,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
885,majiq-20090809-imi,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
886,anonymous-20100619-jfj,male,adult,EN,American English,48000,wav,unknown,VoxForge Speech Submission Application
887,sbf2009-20100821-wug,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
888,anonymous-20081026-xqp,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
889,topherfangio-20080604-kzc,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
890,topherfangio-20080604-twl,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
891,anonymous-20090302-qaf,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
892,anonymous-20090919-kma,Male,Adult,EN,European English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
893,patyork-20150307-ijm,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
894,anonymous-20140308-joi,Female,Adult,EN,American English,48000,wav,Please Select,VoxForge Speech Submission Application
895,anonymous-20090813-yzn,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
896,FrozenFire-20080827-yeq,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
897,anonymous-20091102-kue,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
898,ralfherzog-20080203-en49,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
899,jaiger-10212006-NR,male,N/A,N/A,General American English,N/A,wav,N/A,Audacity 1
900,john_doe-20160530-xdn,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
901,camdixon-20141207-dhp,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
902,unknow-20090722-qcs,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
903,robin-20070224-vf5,male,N/A,N/A,British English ,N/A,wav,N/A,Audacity rel 1
904,ankit-20131213-xuv,Male,Youth,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
905,LMA-20091008-uhh,Male,Adult,EN,Other,48000,wav,Other,VoxForge Speech Submission Application
906,anonymous-20120119-wha,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
907,robin-20070402-vf20,male,N/A,N/A,British English ,N/A,wav,N/A,Audacity rel 1
908,anonymous-25561208-ayf,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
909,anonymous-20100820-dum,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
910,vandev1-20140401-dkn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
911,kmitch-20100603-jic,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
912,anonymous-20130325-pcw,Male,Adult,EN,European English,48000,wav,WebCam mic,VoxForge Speech Submission Application
913,anonymous-20100525-keh,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
914,anonymous-20100821-xmv,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
915,Splitlocked-20121029-obt,Male,Adult,EN,European English,48000,wav,Other,VoxForge Speech Submission Application
916,ulor-20100711-uov,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
917,anonymous-20080913-glw,Male,Adult,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
918,catchercradle-20130202-yoa,Male,Adult,EN,British English,48000,wav,Studio mic,VoxForge Speech Submission Application
919,nice-20110212-lez,Male,Youth,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
920,farmerjack-20080918-eyl,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
921,oznerol022-20140317-lay,Male,Adult,EN,Other,48000,wav,Studio mic,VoxForge Speech Submission Application
922,tomhannen-20080411-vds,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
923,Huey-20110823-wdi,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
924,anonymous-20100203-ccw,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
925,anonymous-20091019-inx,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
926,BrunoChagas-20140807-wmy,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
927,fenn-20100606-yeu,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
928,anonymous-20100514-abm,Male,Adult,EN,British English,48000,wav,Other,VoxForge Speech Submission Application
929,volkerbradley-20121230-zrd,Male,Senior,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
930,k-20090202-kqq,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
931,maxyan-20120801-xxe,Male,Adult,EN,European English,48000,wav,unknown,VoxForge Speech Submission Application
932,zlp-20100110-ujo,Male,Adult,EN,American English,48000,wav,Studio mic,VoxForge Speech Submission Application
933,riban-20100201-ebw,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
934,ralfherzog-20080312-en59,male,N/A,N/A,General American English,N/A,FLAC,noise canceling headset,Audacity 1
935,anonymous-20080229-sjo,Male,Adult,EN,Asian accent,48000,wav,Laptop Built,VoxForge Speech Submission Application
936,anonymous-20110203-xpu,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
937,yanlongwang-20090706-egd,Male,Youth,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
938,anonymous-20090406-ifh,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
939,KenMacRaild-20080702-xic,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
940,anonymous-20121120-cgj,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
941,Sundar-20130423-maj,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
942,farmerjack-20080918-ncj,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
943,grep-20110107-lpo,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
944,nalbion-20081027-yqy,Male,Adult,EN,Australian English,48000,wav,Headset mic,VoxForge Speech Submission Application
945,anonymous-20110622-neb,Female,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
946,Velvet-20131027-fwx,Female,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
947,benkay-20090111-cc,male,N/A,EN,General American English,N/A,FLAC,headset mic,Audacity rel 1
948,anonymous-20080930-gyh,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
949,kgr-20100820-fnu,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
950,anonymous-20111010-elh,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
951,anonymous-20080907-phf,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
952,Tecwolf-20081028-ssg,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
953,anonymous-20100629-crb,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
954,Mariane-20090907-awv,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
955,pcsnpny-20150303-dov,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
956,anonymous-20121022-dnj,Female,Youth,EN,Australian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
957,Shishir-20091211-dom,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
958,indy-20081103-pot,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
959,lindavg-20081007-jyk,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
960,nagalman-20130523-upb,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
961,anonymous-20080907-cja,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
962,anonymous-20080204-hzw,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
963,chrisspen-20120505-jzz,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
964,mrteye-20130906-haa,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
965,pcsnpny-20151124-bhs,Male,Adult,EN,American English,48000,wav,Other,VoxForge Speech Submission Application
966,anonymous-20110629-eif,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
967,hchauhan-20160614-cxk,Male,Adult,EN,Indian English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
968,jonvk-20120917-cpo,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
969,anonymous-20090313-vjx,Male,Youth,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
970,anonymous-20090121-rgi,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
971,EricHedekar-20140503-lev,Male,Adult,EN,Canadian English,48000,wav,Studio mic,VoxForge Speech Submission Application
972,anonymous-20100304-btb,male,adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
973,anonymous-20120415-blj,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
974,lillorme-20140426-fmq,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
975,anonymous-20141225-kta,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
976,JivanAmara-20080724-lvv,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
977,bigmbywater-20100821-wsn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
978,anonymous-20090716-lwl,Male,Adult,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
979,anonymous-20110204-gjx,female,adult,EN,other,48000,wav,unknown,VoxForge Speech Submission Application
980,eboyjr-20090725-ree,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
981,anonymous-20120910-asr,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
982,anonymous-20130619-vga,Male,Adult,EN,Other,48000,wav,Headset mic,VoxForge Speech Submission Application
983,tomhannen-20080411-lvm,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
984,mcmurray02-20090312-joh,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
985,anonymous-20111115-uzp,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
986,farmerjack-20080829-ggh,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
987,rortiz-20100203-pre,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
988,Photon-20160112-kfp,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
989,anonymous-20110503-iuy,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
990,anonymous-20150402-bcd,Male,Youth,EN,Other,48000,wav,Laptop Built,VoxForge Speech Submission Application
991,LunaTick-20080321-ass,Male,Adult,EN,New Zealand English,48000,wav,Headset mic,VoxForge Speech Submission Application
992,jaiger-vf18-20070214,male,N/A,N/A,General American English,N/A,wav,N/A,Audacity 1
993,anonymous-20090509-lbn,Female,Youth,EN,European English,48000,wav,WebCam mic,VoxForge Speech Submission Application
994,anonymous-20110826-vgx,Female,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
995,anonymous-20140513-hpo,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
996,anonymous-20100202-fzm,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
997,anonymous-20110323-qed,Female,Youth,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
998,anonymous-20150514-oen,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
999,anonymous-20081005-iji,Male,Youth,EN,Canadian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1000,Shishire-20080801-kmo,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1001,anonymous-20110823-iqv,Male,Youth,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
1002,Rain-20120720-ibh,Male,Youth,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
1003,nollidj-20081101-rp,male,N/A,EN,American English ,N/A,WAV,usb mic,Audacity rel 1
1004,anonymous-20100216-pdt,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1005,toddh-20111105-lgw,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1006,soulphox-20100126-net,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1007,Decent-20110516-ile,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1008,teeks99-20090406-aai,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
1009,anonymous-20140506-hsr,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1010,JohanLingen-20080306-zqm,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
1011,anonymous-20090119-qob,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1012,anonymous-20100821-jpo,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
1013,uklebot-20090813-zxl,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1014,declanseer-20080620-psg,Male,Youth,EN,Irish English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1015,pallab-20090503-rge,Male,Adult,EN,Indian English,48000,wav,Headset mic,VoxForge Speech Submission Application
1016,sponsellerfd-20100909-lmk,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1017,k-20090202-dkx,Male,Adult,EN,British English,48000,wav,Headset mic,VoxForge Speech Submission Application
1018,asalkeld-20111226-ets,Male,Adult,EN,South African English,48000,wav,Headset mic,VoxForge Speech Submission Application
1019,nfst-20121231-kef,Male,Youth,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1020,catchercradle-20130202-wck,Male,Adult,EN,British English,48000,wav,Studio mic,VoxForge Speech Submission Application
1021,anonymous-20081221-htm,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1022,rj-20100223-drh,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1023,wsloand-20111229-fqk,Male,Adult,EN,American English,48000,wav,WebCam mic,VoxForge Speech Submission Application
1024,anonymous-20130524-zrl,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1025,rsyh93-20120619-awv,Male,Youth,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1026,lindavg-20081007-wxe,Female,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1027,davidjamesmcdermott-20100109-zvn,Male,Adult,EN,Irish English,48000,wav,Headset mic,VoxForge Speech Submission Application
1028,Evan-20100320-plg,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
1029,anonymous-20151028-ikt,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1030,JohnGalt-20111007-xxy,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1031,anonymous-20120810-pbo,Male,Adult,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1032,anonymous-20110113-eva,Male,Adult,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1033,anonymous-20130618-ecx,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
1034,volkerbradley-20121230-snc,Male,Senior,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
1035,mgmiller-20080319-neg,Male,Adult,EN,American English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
1036,anonymous-20121015-jrn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1037,anonymous-20101002-qwp,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1038,anonymous-20150805-vdv,Male,Adult,EN,European English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
1039,gcubittoptusnetcomau-20100607-ioy,male,Senior,EN,South African English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
1040,Kyngo-20170526-zhn,Masculino,Adulto,en,Español España,48000,wav,Micrófono de Escritorio,standalone VoxForge speech submission application
1041,test-20140419-yhz,Male,Youth,EN,European English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1042,bugsysservant-20091103-wfn,Male,Adult,EN,American English,48000,wav,Headset mic,VoxForge Speech Submission Application
1043,anonymous-20090608-mgg,Female,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
1044,Nadim-20100515-wjj,Male,Adult,EN,American English,48000,wav,USB Desktop Boom mic,VoxForge Speech Submission Application
1045,anonymous-20130524-msk,Male,Adult,EN,British English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1046,SteliosKoroneos-20090926-att,Male,Adult,EN,European English,48000,wav,Headset mic,VoxForge Speech Submission Application
1047,AmolS-20140213-pvg,Male,Adult,EN,Indian English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1048,CNJ-20120418-fce,Male,Adult,EN,British English,48000,wav,Desktop Boom mic,VoxForge Speech Submission Application
1049,anonymous-20151017-teq,Male,Youth,EN,American English,48000,wav,Laptop Built,VoxForge Speech Submission Application
1050,EricHedekar-20140509-eix,Male,Adult,EN,Canadian English,48000,wav,Studio mic,VoxForge Speech Submission Application
1051,kc0vgj-20091223-qgw,Male,Adult,EN,American English,48000,wav,USB Headset mic,VoxForge Speech Submission Application
1052,FrozenFire-20080827-bnh,Male,Adult,EN,Canadian English,48000,wav,Headset mic,VoxForge Speech Submission Application
